date,month,pm2.5_dailymean,aqi,units,site_name,site_id,state,method_code,method_desc,lat,long
2020-01-08,1,7.1,39,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-01-09,1,4.3,24,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-01-10,1,5.2,29,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-01-11,1,6.8,38,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-01-12,1,3.4,19,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-01-13,1,7.7,43,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-01-14,1,12.8,58,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-01-15,1,16.3,64,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-01-16,1,8.4,47,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-01-17,1,4.7,26,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-01-18,1,5.6,31,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-01-19,1,8,44,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-01-20,1,5.1,28,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-01-21,1,6.1,34,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-01-22,1,11.2,55,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-01-23,1,18.7,69,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-01-24,1,14,60,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-01-25,1,5.3,29,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-01-26,1,3.9,22,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-01-27,1,4.7,26,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-01-28,1,3.5,19,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-01-29,1,4.4,24,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-01-30,1,6.7,37,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-01-31,1,9.8,52,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-02-01,2,18.3,68,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-02-02,2,14.2,61,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-02-03,2,8.7,48,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-02-04,2,6.9,38,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-02-05,2,6.7,37,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-02-06,2,6.7,37,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-02-07,2,2.3,13,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-02-08,2,4.6,26,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-02-09,2,9.6,52,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-02-10,2,7.8,43,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-02-11,2,7.2,40,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-02-12,2,11.4,55,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-02-13,2,7.1,39,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-02-14,2,4.7,26,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-02-15,2,5.1,28,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-02-16,2,9.1,51,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-02-17,2,12.2,57,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-02-18,2,10.5,54,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-02-19,2,8.4,47,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-02-20,2,6.9,38,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-02-21,2,6.9,38,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-02-22,2,7.7,43,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-02-23,2,8.1,45,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-02-24,2,12.5,57,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-02-25,2,8.4,47,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-02-26,2,6.7,37,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-02-27,2,3.2,18,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-02-28,2,6.9,38,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-02-29,2,7.7,43,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-03-01,3,6.9,38,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-03-02,3,10.4,53,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-03-03,3,11.2,55,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-03-04,3,3.1,17,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-03-05,3,8.5,47,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-03-06,3,9.2,51,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-03-07,3,5.3,29,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-03-08,3,5.5,31,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-03-09,3,7.7,43,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-03-10,3,9.5,52,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-03-11,3,6.2,34,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-03-12,3,8.5,47,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-03-13,3,7,39,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-03-14,3,5.6,31,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-03-15,3,4.6,26,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-03-16,3,5.9,33,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-03-17,3,8.4,47,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-03-18,3,7.5,42,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-03-19,3,11.4,55,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-03-20,3,8.9,49,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-03-21,3,4.8,27,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-03-22,3,6.7,37,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-03-23,3,4.4,24,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-03-24,3,5.5,31,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-03-25,3,5.1,28,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-03-26,3,9.4,52,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-03-27,3,8.2,46,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-03-28,3,8.2,46,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-03-29,3,8.1,45,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-03-30,3,8.1,45,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-03-31,3,3.9,22,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-04-01,4,5.5,31,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-04-02,4,4.3,24,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-04-03,4,2.9,16,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-04-04,4,2.7,15,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-04-05,4,6.2,34,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-04-06,4,5,28,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-04-07,4,9.4,52,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-04-08,4,7,39,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-04-09,4,7.3,41,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-04-10,4,4,22,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-04-11,4,6.6,37,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-04-12,4,8.3,46,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-04-13,4,6.2,34,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-04-14,4,7,39,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-04-15,4,8,44,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-04-16,4,8.5,47,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-04-17,4,10.3,53,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-04-18,4,7.9,44,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-04-19,4,7.1,39,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-04-20,4,7.3,41,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-04-21,4,7.6,42,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-04-22,4,5.2,29,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-04-23,4,6.9,38,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-04-24,4,3,17,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-04-25,4,6.3,35,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-04-26,4,4,22,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-04-27,4,2.1,12,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-04-28,4,6.1,34,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-04-29,4,6.7,37,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-04-30,4,9.3,51,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-05-01,5,4.2,23,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-05-02,5,4.3,24,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-05-03,5,7.1,39,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-05-04,5,5,28,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-05-05,5,6.6,37,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-05-06,5,5.5,31,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-05-07,5,5.7,32,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-05-08,5,4.9,27,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-05-09,5,3.2,18,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-05-10,5,4.5,25,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-05-11,5,4,22,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-05-12,5,5.5,31,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-05-13,5,7.2,40,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-05-14,5,8,44,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-05-15,5,10.1,53,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-05-16,5,5.3,29,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-05-17,5,5.1,28,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-05-18,5,5.3,29,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-05-19,5,12,56,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-05-20,5,14.1,60,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-05-21,5,8.7,48,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-05-22,5,7.1,39,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-05-23,5,5.3,29,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-05-24,5,7.3,41,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-05-25,5,5.3,29,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-05-26,5,4,22,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-05-27,5,2.6,14,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-05-28,5,7,39,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-05-29,5,6.4,36,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-05-30,5,5.1,28,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-05-31,5,3.8,21,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-06-01,6,3.8,21,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-06-02,6,5.3,29,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-06-03,6,8.2,46,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-06-04,6,7.8,43,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-06-05,6,6.2,34,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-06-06,6,7.8,43,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-06-07,6,4.6,26,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-06-08,6,4.5,25,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-06-09,6,5.7,32,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-06-10,6,8.6,48,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-06-11,6,6.8,38,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-06-12,6,5.6,31,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-06-13,6,3.5,19,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-06-14,6,3.5,19,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-06-15,6,4.7,26,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-06-16,6,4.8,27,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-06-17,6,4.1,23,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-06-18,6,3.6,20,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-06-19,6,6.2,34,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-06-20,6,6.2,34,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-06-21,6,4.7,26,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-06-22,6,5.5,31,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-06-23,6,9.1,51,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-06-24,6,5.4,30,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-06-25,6,7.2,40,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-06-26,6,7.3,41,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-06-27,6,8.6,48,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-06-28,6,7.7,43,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-06-29,6,7.6,42,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-06-30,6,6.6,37,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-07-01,7,5.6,31,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-07-02,7,9.2,51,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-07-03,7,13.5,59,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-07-04,7,9.4,52,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-07-05,7,12.3,57,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-07-06,7,9.2,51,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-07-07,7,8.5,47,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-07-08,7,8.1,45,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-07-09,7,6,33,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-07-10,7,3.5,19,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
2020-07-11,7,5.3,29,ug/m3 LC,Route 9 Delaware City,100031008,Delaware,236,Teledyne T640 at 5.0 LPM,39.57768,-75.603658
